2020-03-01,Delaware,Kent County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,107.0,"",107.0,1
2020-03-01,Delaware,Kent County,4bf58dd8d48988d16e941735,Fast Food Restaurants,106.0,"",105.0,2
2020-03-01,Delaware,Kent County,4d954b0ea243a5684a65b473,Convenience Stores,96.0,"",96.0,3
2020-03-01,Delaware,Kent County,52f2ab2ebcbc57f1066b8b46,Supermarkets,109.0,"",110.0,4
2020-03-01,Delaware,Kent County,4bf58dd8d48988d17c941735,Casinos,134.0,"",137.0,5
2020-03-01,Delaware,Kent County,4bf58dd8d48988d113951735,Gas Stations,112.0,"",113.0,6
2020-03-01,Delaware,Kent County,4bf58dd8d48988d124951735,Automotive Shops,106.0,"",107.0,7
2020-03-01,Delaware,Kent County,4bf58dd8d48988d14e941735,American Restaurants,113.0,"",113.0,8
2020-03-01,Delaware,Kent County,4bf58dd8d48988d10f951735,Pharmacies,125.0,"",125.0,9
2020-03-01,Delaware,Kent County,4bf58dd8d48988d1ca941735,Pizza Places,126.0,"",126.0,10
2020-03-01,Delaware,Kent County,4bf58dd8d48988d112951735,Hardware Stores,121.0,"",120.0,11
2020-03-01,Delaware,Kent County,4bf58dd8d48988d148941735,Donut Shops,114.0,"",115.0,12
2020-03-01,Delaware,Kent County,4f2a210c4b9023bd5841ed28,Housing Developments,105.0,"",105.0,13
2020-03-01,Delaware,Kent County,52dea92d3cf9994f4e043dbb,Discount Stores,94.0,"",94.0,13
2020-03-01,Delaware,Sussex County,4d954b0ea243a5684a65b473,Convenience Stores,103.0,127.0,102.0,1
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d16e941735,Fast Food Restaurants,123.0,"",122.0,2
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d118951735,Grocery Stores,103.0,84.0,105.0,3
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d14e941735,American Restaurants,90.0,104.0,90.0,4
2020-03-01,Delaware,Sussex County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,102.0,"",103.0,5
2020-03-01,Delaware,Sussex County,52f2ab2ebcbc57f1066b8b46,Supermarkets,90.0,"",90.0,6
2020-03-01,Delaware,Sussex County,4f2a210c4b9023bd5841ed28,Housing Developments,91.0,95.0,90.0,7
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d113951735,Gas Stations,98.0,"",98.0,8
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d1ca941735,Pizza Places,95.0,"",95.0,9
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d116941735,Bars,59.0,"",59.0,10
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d112951735,Hardware Stores,115.0,"",118.0,11
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d10f951735,Pharmacies,114.0,"",114.0,12
2020-03-01,Delaware,Sussex County,4bf58dd8d48988d1ce941735,Seafood Restaurants,84.0,"",84.0,13
2020-03-01,Delaware,New Castle County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,104.0,102.0,104.0,1
2020-03-01,Delaware,New Castle County,52f2ab2ebcbc57f1066b8b46,Supermarkets,97.0,86.0,97.0,2
2020-03-01,Delaware,New Castle County,4d954b0ea243a5684a65b473,Convenience Stores,99.0,99.0,99.0,3
2020-03-01,Delaware,New Castle County,4f2a210c4b9023bd5841ed28,Housing Developments,98.0,88.0,98.0,4
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1fd941735,Shopping Malls,114.0,119.0,114.0,5
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d113951735,Gas Stations,94.0,138.0,93.0,6
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d10f951735,Pharmacies,105.0,108.0,105.0,7
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d16e941735,Fast Food Restaurants,100.0,89.0,101.0,8
2020-03-01,Delaware,New Castle County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,105.0,124.0,105.0,9
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d118951735,Grocery Stores,93.0,86.0,93.0,10
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d14e941735,American Restaurants,99.0,86.0,100.0,11
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d112951735,Hardware Stores,114.0,112.0,114.0,12
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1f6941735,Department Stores,108.0,130.0,107.0,13
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1ca941735,Pizza Places,112.0,"",113.0,14
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d186941735,Liquor Stores,97.0,"",97.0,15
2020-03-01,Delaware,New Castle County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),93.0,"",94.0,16
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d148941735,Donut Shops,109.0,"",108.0,17
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d163941735,Parks,92.0,"",92.0,18
2020-03-01,Delaware,New Castle County,52e816a6bcbc57f1066b7a54,Warehouse Stores,115.0,"",115.0,19
2020-03-01,Delaware,New Castle County,52dea92d3cf9994f4e043dbb,Discount Stores,100.0,"",100.0,20
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1c5941735,Sandwich Places,98.0,"",96.0,21
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d10a951735,Banks,118.0,"",120.0,22
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d124951735,Automotive Shops,90.0,"",90.0,23
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d116941735,Bars,42.0,"",42.0,24
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1fa941735,Farmers Markets,118.0,"",118.0,25
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1fa931735,Hotels,88.0,"",86.0,26
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,58.0,"",58.0,27
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1e0931735,Coffee Shops,86.0,"",87.0,28
2020-03-01,Delaware,New Castle County,4d954b16a243a5684b65b473,Rest Areas,108.0,"",105.0,29
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d110941735,Italian Restaurants,113.0,"",111.0,30
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1c1941735,Mexican Restaurants,80.0,"",81.0,31
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d124941735,Offices,81.0,"",81.0,32
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d196941735,Hospitals,75.0,"",76.0,33
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d11b941735,Pubs,106.0,"",106.0,34
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d1f8941735,Furniture / Home Stores,105.0,"",107.0,35
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d16c941735,Burger Joints,119.0,"",118.0,36
2020-03-01,Delaware,New Castle County,4bf58dd8d48988d17c941735,Casinos,87.0,"",87.0,37
2020-03-02,Delaware,Kent County,4d954b0ea243a5684a65b473,Convenience Stores,100.0,"",100.0,1
2020-03-02,Delaware,Kent County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,106.0,144.0,105.0,2
2020-03-02,Delaware,Kent County,4bf58dd8d48988d16e941735,Fast Food Restaurants,105.0,"",106.0,3
2020-03-02,Delaware,Kent County,4bf58dd8d48988d113951735,Gas Stations,116.0,"",117.0,4
2020-03-02,Delaware,Kent County,4bf58dd8d48988d124951735,Automotive Shops,102.0,"",102.0,5
2020-03-02,Delaware,Kent County,52f2ab2ebcbc57f1066b8b46,Supermarkets,109.0,"",108.0,5
2020-03-02,Delaware,Kent County,4bf58dd8d48988d10f951735,Pharmacies,117.0,"",117.0,6
2020-03-02,Delaware,Kent County,4bf58dd8d48988d126941735,Government Buildings,59.0,"",58.0,7
2020-03-02,Delaware,Kent County,4e52adeebd41615f56317744,Military Bases,125.0,"",125.0,8
2020-03-02,Delaware,Kent County,4f2a210c4b9023bd5841ed28,Housing Developments,106.0,"",106.0,9
2020-03-02,Delaware,Kent County,4bf58dd8d48988d112951735,Hardware Stores,120.0,"",122.0,10
2020-03-02,Delaware,Kent County,4bf58dd8d48988d13d941735,High Schools,132.0,"",132.0,11
2020-03-02,Delaware,Kent County,4bf58dd8d48988d177941735,Doctor's Offices,104.0,"",103.0,12
2020-03-02,Delaware,Kent County,4bf58dd8d48988d196941735,Hospitals,109.0,"",110.0,13
2020-03-02,Delaware,Kent County,4bf58dd8d48988d104941735,Medical Centers,28.0,"",27.0,14
2020-03-02,Delaware,Sussex County,4d954b0ea243a5684a65b473,Convenience Stores,102.0,83.0,103.0,1
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d16e941735,Fast Food Restaurants,121.0,108.0,122.0,2
2020-03-02,Delaware,Sussex County,4f2a210c4b9023bd5841ed28,Housing Developments,98.0,117.0,96.0,3
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d118951735,Grocery Stores,109.0,118.0,108.0,4
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d113951735,Gas Stations,103.0,"",103.0,5
2020-03-02,Delaware,Sussex County,52f2ab2ebcbc57f1066b8b46,Supermarkets,131.0,130.0,132.0,6
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d14e941735,American Restaurants,108.0,102.0,109.0,7
2020-03-02,Delaware,Sussex County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,108.0,"",110.0,8
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d177941735,Doctor's Offices,125.0,160.0,122.0,9
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d112951735,Hardware Stores,125.0,144.0,123.0,10
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d1ca941735,Pizza Places,108.0,"",111.0,11
2020-03-02,Delaware,Sussex County,4bf58dd8d48988d10f951735,Pharmacies,93.0,"",92.0,12
2020-03-02,Delaware,New Castle County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,106.0,119.0,106.0,1
2020-03-02,Delaware,New Castle County,4d954b0ea243a5684a65b473,Convenience Stores,110.0,89.0,111.0,2
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d113951735,Gas Stations,106.0,108.0,106.0,3
2020-03-02,Delaware,New Castle County,4f2a210c4b9023bd5841ed28,Housing Developments,99.0,98.0,99.0,4
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d124941735,Offices,94.0,83.0,95.0,5
2020-03-02,Delaware,New Castle County,52f2ab2ebcbc57f1066b8b46,Supermarkets,110.0,137.0,109.0,6
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d16e941735,Fast Food Restaurants,117.0,149.0,116.0,7
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d10f951735,Pharmacies,111.0,116.0,111.0,8
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d196941735,Hospitals,87.0,73.0,88.0,9
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d177941735,Doctor's Offices,92.0,89.0,92.0,10
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d112951735,Hardware Stores,106.0,119.0,105.0,11
2020-03-02,Delaware,New Castle County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,104.0,120.0,104.0,12
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1fd941735,Shopping Malls,98.0,116.0,97.0,13
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d124951735,Automotive Shops,118.0,"",118.0,14
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d10a951735,Banks,120.0,122.0,119.0,15
2020-03-02,Delaware,New Castle County,4f4533804b9074f6e4fb0105,Elementary Schools,120.0,"",119.0,16
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d13d941735,High Schools,121.0,"",122.0,17
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d118951735,Grocery Stores,95.0,117.0,94.0,18
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d126941735,Government Buildings,79.0,"",79.0,19
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d163941735,Parks,105.0,128.0,104.0,20
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d14e941735,American Restaurants,99.0,102.0,99.0,20
2020-03-02,Delaware,New Castle County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),89.0,"",89.0,21
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1ca941735,Pizza Places,112.0,"",113.0,22
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,56.0,76.0,55.0,23
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d104941735,Medical Centers,18.0,17.0,18.0,24
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d148941735,Donut Shops,96.0,"",96.0,25
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d186941735,Liquor Stores,113.0,112.0,114.0,26
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1ae941735,Universities,103.0,"",103.0,27
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1fa931735,Hotels,99.0,"",99.0,27
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1e0931735,Coffee Shops,104.0,"",105.0,28
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1c5941735,Sandwich Places,105.0,"",106.0,29
2020-03-02,Delaware,New Castle County,52dea92d3cf9994f4e043dbb,Discount Stores,105.0,"",105.0,30
2020-03-02,Delaware,New Castle County,4bf58dd8d48988d1f6941735,Department Stores,97.0,129.0,95.0,31
